#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER mlx ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.25,3.93
2,1000,0.25,7.85
4,1000,0.25,15.74
8,1000,0.25,31.42
16,1000,0.25,62.82
32,1000,0.31,102.96
64,1000,0.31,204.10
128,1000,0.40,318.42
256,1000,0.45,570.13
512,1000,0.47,1083.95
1024,1000,0.61,1691.98
2048,1000,0.85,2418.70
4096,1000,1.22,3365.95
8192,1000,1.99,4120.49
16384,1000,3.69,4439.62
32768,1000,4.54,7224.26
65536,640,6.04,10852.35
131072,320,8.36,15684.20
262144,160,12.38,21176.85
524288,80,23.23,22568.39
1048576,40,50.53,20752.40
2097152,20,135.26,15504.17
4194304,10,295.91,14174.06
8388608,5,899.48,9326.03
16777216,2,2360.80,7106.58
33554432,1,5340.98,6282.45
67108864,1,10650.29,6301.13
134217728,1,21448.83,6257.58
268435456,1,42499.84,6316.15
