#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.49,0.00
1,1000,0.50,1.99
2,1000,0.50,3.97
4,1000,0.50,8.04
8,1000,0.50,15.95
16,1000,0.50,32.00
32,1000,0.50,63.74
64,1000,0.51,126.20
128,1000,0.52,247.46
256,1000,0.52,493.41
512,1000,0.70,728.42
1024,1000,0.71,1432.37
2048,1000,0.90,2273.45
4096,1000,1.13,3629.18
8192,1000,1.56,5237.85
16384,1000,2.30,7122.82
32768,1000,3.47,9452.71
65536,640,5.71,11483.16
131072,320,8.63,15187.61
262144,160,14.81,17697.12
524288,80,41.34,12681.01
1048576,40,81.52,12863.41
2097152,20,153.87,13628.93
4194304,10,390.57,10739.06
8388608,5,1116.65,7512.32
16777216,2,2545.82,6590.10
33554432,1,5902.23,5685.04
67108864,1,11783.39,5695.21
134217728,1,23671.59,5669.99
268435456,1,49304.70,5444.42
