#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.51,0.00
1,1000,0.57,1.75
2,1000,0.47,4.27
4,1000,0.50,8.00
8,1000,0.48,16.60
16,1000,0.47,34.20
32,1000,0.51,62.89
64,1000,0.52,122.60
128,1000,0.48,264.42
256,1000,0.55,466.13
512,1000,0.72,709.76
1024,1000,0.68,1515.99
2048,1000,0.93,2211.95
4096,1000,1.14,3606.17
8192,1000,1.51,5415.98
16384,1000,2.40,6832.61
32768,1000,3.53,9284.13
65536,640,5.76,11386.82
131072,320,8.78,14920.45
262144,160,15.09,17370.74
524288,80,43.03,12184.71
1048576,40,82.47,12714.27
2097152,20,155.48,13488.16
4194304,10,393.11,10669.61
8388608,5,1131.01,7416.92
16777216,2,2556.03,6563.78
33554432,1,5866.17,5719.99
67108864,1,11623.97,5773.31
134217728,1,23453.09,5722.82
268435456,1,48359.14,5550.87
