#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.69,0.00
1,1000,0.69,1.46
2,1000,0.71,2.83
4,1000,0.74,5.44
8,1000,0.72,11.06
16,1000,0.73,21.88
32,1000,0.70,45.94
64,1000,0.68,94.21
128,1000,0.74,174.09
256,1000,0.72,355.69
512,1000,1.16,442.19
1024,1000,1.26,813.81
2048,1000,1.34,1524.23
4096,1000,1.83,2239.41
8192,1000,2.21,3710.10
16384,1000,3.20,5114.22
32768,1000,5.33,6144.09
65536,640,9.11,7197.01
131072,320,17.89,7325.37
262144,160,34.34,7633.09
524288,80,83.39,6286.89
1048576,40,166.82,6285.78
2097152,20,330.30,6349.24
4194304,10,655.91,6394.66
8388608,5,1357.16,6181.01
16777216,2,3633.83,4616.96
33554432,1,7749.42,4329.93
67108864,1,15635.35,4292.12
134217728,1,31158.81,4307.54
268435456,1,62324.36,4307.07
