#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.73,0.00
1,1000,0.69,1.44
2,1000,0.70,2.87
4,1000,0.71,5.66
8,1000,0.71,11.28
16,1000,0.71,22.45
32,1000,0.69,46.64
64,1000,0.67,95.33
128,1000,0.72,176.57
256,1000,0.72,354.85
512,1000,1.11,459.37
1024,1000,1.28,798.95
2048,1000,1.36,1510.20
4096,1000,1.76,2332.13
8192,1000,2.21,3705.98
16384,1000,3.16,5190.46
32768,1000,5.33,6144.05
65536,640,9.38,6986.40
131072,320,17.90,7324.07
262144,160,34.16,7674.34
524288,80,83.32,6292.32
1048576,40,166.73,6288.95
2097152,20,330.32,6348.88
4194304,10,654.66,6406.83
8388608,5,1360.81,6164.42
16777216,2,3696.24,4538.99
33554432,1,7760.26,4323.88
67108864,1,15611.35,4298.72
134217728,1,31130.24,4311.49
268435456,1,62272.41,4310.66
