#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.57
2,1000,0.28,7.06
4,1000,0.28,14.30
8,1000,0.28,28.58
16,1000,0.31,52.30
32,1000,0.31,103.53
64,1000,0.35,184.98
128,1000,0.39,327.25
256,1000,0.47,546.78
512,1000,0.62,824.05
1024,1000,0.77,1322.52
2048,1000,0.91,2250.27
4096,1000,1.80,2274.44
8192,1000,2.17,3782.75
16384,1000,2.76,5933.07
32768,1000,3.75,8741.34
65536,640,5.59,11729.75
131072,320,10.21,12842.24
262144,160,19.41,13504.57
524288,80,38.35,13670.80
1048576,40,88.29,11877.11
2097152,20,212.87,9851.81
4194304,10,504.83,8308.39
8388608,5,1567.87,5350.31
16777216,2,3876.35,4328.10
33554432,1,8037.96,4174.50
67108864,1,16176.04,4148.66
134217728,1,32264.94,4159.86
268435456,1,63853.70,4203.91
