#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.75
2,1000,0.27,7.44
4,1000,0.27,15.09
8,1000,0.26,30.34
16,1000,0.29,55.90
32,1000,0.28,113.49
64,1000,0.35,183.09
128,1000,0.40,319.83
256,1000,0.46,560.29
512,1000,0.61,838.66
1024,1000,0.71,1437.31
2048,1000,0.83,2469.56
4096,1000,1.70,2404.86
8192,1000,2.02,4050.00
16384,1000,2.58,6361.65
32768,1000,3.51,9328.41
65536,640,5.02,13066.61
131072,320,9.73,13473.73
262144,160,18.31,14316.55
524288,80,37.09,14134.46
1048576,40,84.73,12375.70
2097152,20,206.73,10144.29
4194304,10,460.80,9102.22
8388608,5,1557.72,5385.19
16777216,2,3881.75,4322.08
33554432,1,8055.19,4165.57
67108864,1,16170.57,4150.06
134217728,1,32282.98,4157.54
268435456,1,63964.93,4196.60
