#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.06,0.00
1,1000,16.04,0.06
2,1000,16.02,0.12
4,1000,16.01,0.25
8,1000,16.13,0.50
16,1000,16.15,0.99
32,1000,16.07,1.99
64,1000,16.18,3.95
128,1000,16.78,7.63
256,1000,16.62,15.40
512,1000,16.91,30.27
1024,1000,17.33,59.09
2048,1000,39.08,52.40
4096,1000,39.52,103.64
8192,1000,40.24,203.60
16384,1000,42.02,389.94
32768,1000,49.19,666.21
65536,640,112.72,581.40
131072,320,140.92,930.09
262144,160,208.46,1257.55
524288,80,330.45,1586.61
1048576,40,547.55,1915.03
2097152,20,985.27,2128.51
4194304,10,2048.61,2047.39
8388608,5,4165.21,2013.97
16777216,2,8458.81,1983.40
33554432,1,16948.04,1979.84
67108864,1,33698.05,1991.48
134217728,1,67112.10,1999.90
268435456,1,134712.43,1992.66
