#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.76,0.00
1,1000,15.82,0.06
2,1000,15.81,0.13
4,1000,15.82,0.25
8,1000,15.84,0.51
16,1000,15.89,1.01
32,1000,15.92,2.01
64,1000,15.95,4.01
128,1000,16.32,7.84
256,1000,16.35,15.66
512,1000,16.63,30.78
1024,1000,17.42,58.79
2048,1000,38.90,52.65
4096,1000,39.40,103.95
8192,1000,40.33,203.12
16384,1000,42.10,389.17
32768,1000,49.07,667.81
65536,640,88.02,744.57
131072,320,137.12,955.91
262144,160,208.91,1254.79
524288,80,322.13,1627.54
1048576,40,530.47,1976.69
2097152,20,964.97,2173.28
4194304,10,1914.90,2190.35
8388608,5,4131.75,2030.28
16777216,2,8211.02,2043.26
33554432,1,16276.41,2061.54
67108864,1,32561.02,2061.02
134217728,1,65947.71,2035.21
268435456,1,126848.92,2116.18
