#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.51,0.00
1,1000,15.59,0.06
2,1000,15.60,0.13
4,1000,15.68,0.26
8,1000,15.58,0.51
16,1000,15.63,1.02
32,1000,15.63,2.05
64,1000,15.70,4.08
128,1000,16.17,7.92
256,1000,16.20,15.80
512,1000,16.41,31.19
1024,1000,16.83,60.83
2048,1000,38.72,52.89
4096,1000,39.04,104.92
8192,1000,40.14,204.08
16384,1000,41.82,391.74
32768,1000,48.47,676.11
65536,640,80.86,810.45
131072,320,134.35,975.61
262144,160,204.86,1279.60
524288,80,318.35,1646.87
1048576,40,526.66,1990.99
2097152,20,946.85,2214.87
4194304,10,2000.23,2096.91
8388608,5,4041.98,2075.37
16777216,2,8184.99,2049.75
33554432,1,16407.90,2045.02
67108864,1,32671.23,2054.07
134217728,1,65096.53,2061.83
268435456,1,128015.79,2096.89
