#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.78,0.00
1,1000,15.73,0.06
2,1000,15.72,0.13
4,1000,15.72,0.25
8,1000,15.80,0.51
16,1000,15.76,1.02
32,1000,15.77,2.03
64,1000,15.85,4.04
128,1000,16.46,7.78
256,1000,16.36,15.65
512,1000,16.58,30.89
1024,1000,17.02,60.15
2048,1000,39.08,52.41
4096,1000,39.08,104.80
8192,1000,40.18,203.86
16384,1000,42.06,389.55
32768,1000,49.22,665.78
65536,640,80.40,815.11
131072,320,143.93,910.68
262144,160,206.51,1269.37
524288,80,328.09,1597.98
1048576,40,543.78,1928.33
2097152,20,969.73,2162.62
4194304,10,1984.18,2113.88
8388608,5,4245.05,1976.09
16777216,2,8379.01,2002.29
33554432,1,16700.62,2009.17
67108864,1,32726.36,2050.61
134217728,1,65309.58,2055.10
268435456,1,130088.82,2063.48
