#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.46,0.00
1,1000,5.52,0.18
2,1000,5.53,0.36
4,1000,5.52,0.72
8,1000,5.54,1.44
16,1000,5.51,2.91
32,1000,5.56,5.76
64,1000,5.51,11.62
128,1000,5.63,22.74
256,1000,5.69,45.01
512,1000,5.70,89.80
1024,1000,6.34,161.40
2048,1000,6.17,331.67
4096,1000,7.14,573.44
8192,1000,7.62,1075.14
16384,1000,10.01,1637.35
32768,1000,16.02,2046.00
65536,640,30.97,2116.44
131072,320,44.00,2978.72
262144,160,62.89,4168.35
524288,80,98.02,5348.77
1048576,40,166.09,6313.40
2097152,20,316.45,6627.19
4194304,10,666.26,6295.34
8388608,5,1654.96,5068.77
16777216,2,3444.13,4871.25
33554432,1,6935.19,4838.28
67108864,1,13803.88,4861.60
134217728,1,26858.59,4997.20
268435456,1,51550.48,5207.23
