#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.57,1.75
2,1000,0.57,3.50
4,1000,0.57,7.02
8,1000,0.57,14.02
16,1000,0.61,26.04
32,1000,0.68,46.97
64,1000,0.77,82.63
128,1000,0.97,131.83
256,1000,0.97,264.85
512,1000,1.21,424.83
1024,1000,1.40,730.12
2048,1000,1.63,1259.22
4096,1000,2.76,1484.06
8192,1000,3.23,2532.99
16384,1000,3.85,4259.46
32768,1000,4.65,7041.21
65536,640,6.57,9974.18
131072,320,10.81,12121.59
262144,160,18.06,14517.54
524288,80,38.06,13773.82
1048576,40,99.98,10488.13
2097152,20,242.20,8658.73
4194304,10,492.42,8517.76
8388608,5,1237.97,6776.10
16777216,2,4148.04,4044.61
33554432,1,10886.26,3082.27
67108864,1,19826.41,3384.82
134217728,1,38710.82,3467.19
268435456,1,75721.60,3545.03
