#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.49,0.00
1,1000,0.51,1.97
2,1000,0.50,3.96
4,1000,0.49,8.08
8,1000,0.53,15.20
16,1000,0.52,30.93
32,1000,0.52,62.08
64,1000,0.48,134.23
128,1000,0.49,260.58
256,1000,0.51,505.27
512,1000,0.80,639.98
1024,1000,0.86,1191.15
2048,1000,0.96,2134.82
4096,1000,1.17,3498.84
8192,1000,1.56,5238.06
16384,1000,2.36,6936.23
32768,1000,3.50,9365.19
65536,640,5.97,10984.52
131072,320,8.91,14717.49
262144,160,15.76,16631.83
524288,80,43.24,12125.23
1048576,40,84.44,12418.31
2097152,20,167.89,12491.15
4194304,10,412.56,10166.44
8388608,5,1048.01,8004.36
16777216,2,2328.95,7203.75
33554432,1,6032.82,5561.98
67108864,1,12439.16,5394.97
134217728,1,25738.29,5214.71
268435456,1,52660.26,5097.50
