#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.50,0.00
1,1000,0.51,1.98
2,1000,0.50,4.04
4,1000,0.50,7.92
8,1000,0.49,16.27
16,1000,0.48,33.56
32,1000,0.48,67.22
64,1000,0.47,135.23
128,1000,0.48,267.59
256,1000,0.50,516.89
512,1000,0.74,695.89
1024,1000,0.84,1220.83
2048,1000,0.95,2144.79
4096,1000,1.14,3588.02
8192,1000,1.60,5110.47
16384,1000,2.43,6748.98
32768,1000,3.57,9186.01
65536,640,5.93,11056.69
131072,320,8.90,14724.90
262144,160,15.41,17015.24
524288,80,42.00,12481.61
1048576,40,83.89,12498.76
2097152,20,165.60,12664.08
4194304,10,401.89,10436.33
8388608,5,1048.46,8000.86
16777216,2,2165.20,7748.58
33554432,1,6044.36,5551.36
67108864,1,12394.27,5414.51
134217728,1,25981.34,5165.93
268435456,1,53056.59,5059.42
