#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.95,0.00
1,1000,8.95,0.11
2,1000,8.87,0.23
4,1000,8.66,0.46
8,1000,8.65,0.92
16,1000,8.67,1.84
32,1000,8.78,3.65
64,1000,8.70,7.36
128,1000,8.90,14.38
256,1000,8.84,28.97
512,1000,11.21,45.67
1024,1000,11.50,89.08
2048,1000,12.93,158.38
4096,1000,13.62,300.66
8192,1000,15.55,526.80
16384,1000,24.26,675.41
32768,1000,33.59,975.39
65536,640,58.05,1129.00
131072,320,108.42,1208.98
262144,160,139.46,1879.66
524288,80,214.85,2440.27
1048576,40,355.70,2947.89
2097152,20,657.67,3188.74
4194304,10,1259.76,3329.44
8388608,5,2817.39,2977.44
16777216,2,6166.62,2720.65
33554432,1,12089.68,2775.46
67108864,1,23979.25,2798.62
134217728,1,45472.63,2951.62
268435456,1,92225.47,2910.64
