#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,9.61,0.00
1,1000,9.55,0.10
2,1000,8.13,0.25
4,1000,8.15,0.49
8,1000,8.19,0.98
16,1000,8.17,1.96
32,1000,8.19,3.91
64,1000,8.25,7.76
128,1000,8.27,15.47
256,1000,8.56,29.92
512,1000,10.97,46.67
1024,1000,11.38,89.96
2048,1000,13.67,149.82
4096,1000,14.40,284.36
8192,1000,16.46,497.61
16384,1000,26.69,613.92
32768,1000,37.65,870.22
65536,640,64.09,1022.64
131072,320,119.72,1094.82
262144,160,147.83,1773.31
524288,80,217.78,2407.46
1048576,40,359.91,2913.45
2097152,20,658.30,3185.72
4194304,10,1306.22,3211.01
8388608,5,2713.44,3091.50
16777216,2,5674.89,2956.39
33554432,1,11511.92,2914.75
67108864,1,22786.60,2945.10
134217728,1,45185.49,2970.37
268435456,1,89364.93,3003.81
