#mpirun -np 2 -ppn 1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.16,0.00
1,1000,8.19,0.12
2,1000,8.18,0.24
4,1000,8.15,0.49
8,1000,8.14,0.98
16,1000,8.01,2.00
32,1000,7.98,4.01
64,1000,8.06,7.94
128,1000,8.08,15.84
256,1000,8.14,31.46
512,1000,10.46,48.93
1024,1000,10.76,95.19
2048,1000,12.57,162.96
4096,1000,13.41,305.43
8192,1000,14.94,548.48
16384,1000,24.47,669.57
32768,1000,34.36,953.57
65536,640,57.96,1130.76
131072,320,109.08,1201.64
262144,160,140.64,1863.96
524288,80,217.65,2408.88
1048576,40,360.41,2909.40
2097152,20,646.97,3241.52
4194304,10,1237.52,3389.28
8388608,5,2685.22,3123.99
16777216,2,5595.62,2998.28
33554432,1,11619.54,2887.76
67108864,1,23010.19,2916.48
134217728,1,45816.36,2929.47
268435456,1,90896.53,2953.20
