#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.46,0.00
1,1000,15.52,0.06
2,1000,15.51,0.13
4,1000,15.48,0.26
8,1000,15.49,0.52
16,1000,15.55,1.03
32,1000,15.54,2.06
64,1000,15.63,4.09
128,1000,16.07,7.97
256,1000,16.10,15.91
512,1000,16.35,31.31
1024,1000,17.07,59.99
2048,1000,38.34,53.41
4096,1000,38.96,105.13
8192,1000,39.57,207.02
16384,1000,41.37,396.05
32768,1000,48.29,678.61
65536,640,80.73,811.84
131072,320,137.27,954.87
262144,160,209.24,1252.85
524288,80,318.69,1645.16
1048576,40,520.10,2016.10
2097152,20,939.19,2232.95
4194304,10,1949.22,2151.79
8388608,5,4092.79,2049.60
16777216,2,8225.01,2039.78
33554432,1,16204.66,2070.67
67108864,1,32087.68,2091.42
134217728,1,63703.31,2106.92
268435456,1,126600.76,2120.33
