#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.11,0.00
1,1000,16.10,0.06
2,1000,16.13,0.12
4,1000,16.12,0.25
8,1000,16.10,0.50
16,1000,16.15,0.99
32,1000,16.18,1.98
64,1000,16.26,3.94
128,1000,16.83,7.61
256,1000,16.70,15.33
512,1000,17.04,30.04
1024,1000,17.39,58.89
2048,1000,39.18,52.27
4096,1000,40.13,102.07
8192,1000,40.86,200.49
16384,1000,42.97,381.30
32768,1000,57.53,569.62
65536,640,80.63,812.79
131072,320,144.87,904.75
262144,160,208.54,1257.04
524288,80,330.01,1588.69
1048576,40,551.02,1902.97
2097152,20,981.71,2136.23
4194304,10,2008.33,2088.45
8388608,5,4205.60,1994.63
16777216,2,8501.82,1973.37
33554432,1,16971.49,1977.11
67108864,1,33975.66,1975.20
134217728,1,70361.70,1907.54
268435456,1,131822.76,2036.34
