#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.58,1.72
2,1000,0.58,3.43
4,1000,0.58,6.95
8,1000,0.58,13.71
16,1000,0.62,25.99
32,1000,0.64,49.95
64,1000,0.83,76.69
128,1000,0.92,139.12
256,1000,1.04,246.68
512,1000,1.22,420.02
1024,1000,1.43,717.30
2048,1000,1.74,1179.70
4096,1000,2.45,1675.15
8192,1000,3.06,2679.68
16384,1000,3.61,4535.16
32768,1000,4.69,6990.85
65536,640,6.37,10295.21
131072,320,10.16,12895.04
262144,160,17.84,14691.33
524288,80,38.62,13576.95
1048576,40,100.29,10455.71
2097152,20,238.09,8808.25
4194304,10,486.27,8625.53
8388608,5,1235.84,6787.77
16777216,2,4115.87,4076.23
33554432,1,10699.33,3136.13
67108864,1,21064.74,3185.84
134217728,1,41826.68,3208.90
268435456,1,81373.24,3298.82
