#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.57,1.74
2,1000,0.58,3.46
4,1000,0.58,6.86
8,1000,0.57,13.97
16,1000,0.61,26.06
32,1000,0.75,42.70
64,1000,0.84,76.49
128,1000,0.92,139.56
256,1000,1.09,234.60
512,1000,1.22,417.98
1024,1000,1.38,740.63
2048,1000,1.79,1144.90
4096,1000,2.65,1543.02
8192,1000,3.05,2686.05
16384,1000,3.46,4736.51
32768,1000,4.36,7520.78
65536,640,6.63,9883.22
131072,320,10.74,12204.55
262144,160,17.82,14713.23
524288,80,38.34,13674.98
1048576,40,100.15,10470.07
2097152,20,245.11,8556.01
4194304,10,496.47,8448.21
8388608,5,1257.34,6671.73
16777216,2,4190.58,4003.56
33554432,1,11543.13,2906.87
67108864,1,21428.23,3131.80
134217728,1,40842.82,3286.20
268435456,1,79321.32,3384.15
