#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.58,1.72
2,1000,0.58,3.44
4,1000,0.58,6.92
8,1000,0.59,13.64
16,1000,0.62,25.86
32,1000,0.69,46.15
64,1000,0.86,74.29
128,1000,0.92,138.82
256,1000,1.09,234.00
512,1000,1.25,408.75
1024,1000,1.46,701.19
2048,1000,1.68,1218.01
4096,1000,2.62,1563.64
8192,1000,3.28,2500.46
16384,1000,3.73,4392.59
32768,1000,5.02,6531.61
65536,640,6.49,10102.28
131072,320,10.37,12637.90
262144,160,18.07,14509.98
524288,80,37.87,13846.14
1048576,40,99.97,10489.31
2097152,20,243.65,8607.34
4194304,10,496.52,8447.36
8388608,5,1248.39,6719.54
16777216,2,4199.64,3994.92
33554432,1,10777.86,3113.27
67108864,1,20747.99,3234.48
134217728,1,40496.34,3314.32
268435456,1,79103.42,3393.47
