#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.57,0.00
1,1000,0.58,1.73
2,1000,0.58,3.47
4,1000,0.58,6.93
8,1000,0.58,13.89
16,1000,0.61,26.40
32,1000,0.74,43.14
64,1000,0.82,78.14
128,1000,0.91,140.05
256,1000,1.02,250.32
512,1000,1.27,403.08
1024,1000,1.51,680.00
2048,1000,1.70,1202.06
4096,1000,2.75,1486.96
8192,1000,3.12,2624.13
16384,1000,3.70,4424.34
32768,1000,4.71,6960.60
65536,640,6.84,9583.32
131072,320,10.84,12094.57
262144,160,18.07,14507.21
524288,80,38.37,13663.89
1048576,40,99.78,10508.97
2097152,20,237.84,8817.52
4194304,10,487.36,8606.16
8388608,5,1229.69,6821.70
16777216,2,4118.22,4073.90
33554432,1,10078.83,3329.20
67108864,1,19883.73,3375.06
134217728,1,39383.22,3407.99
268435456,1,77897.16,3446.02
