#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.27,0.00
1,1000,0.28,3.59
2,1000,0.28,7.19
4,1000,0.28,14.35
8,1000,0.28,28.42
16,1000,0.29,54.67
32,1000,0.29,110.00
64,1000,0.32,198.69
128,1000,0.38,337.91
256,1000,0.45,564.89
512,1000,0.59,872.35
1024,1000,0.67,1538.36
2048,1000,0.80,2545.86
4096,1000,1.71,2388.77
8192,1000,2.05,4001.19
16384,1000,2.49,6590.63
32768,1000,3.78,8661.82
65536,640,5.46,12011.12
131072,320,9.54,13744.45
262144,160,17.20,15240.36
524288,80,36.30,14442.97
1048576,40,96.70,10844.13
2097152,20,229.33,9144.69
4194304,10,553.56,7576.90
8388608,5,1645.41,5098.20
16777216,2,3871.38,4333.65
33554432,1,8234.73,4074.75
67108864,1,16554.03,4053.93
134217728,1,32995.04,4067.81
268435456,1,64242.33,4178.48
