#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.14,0.00
1,1000,8.15,0.12
2,1000,8.15,0.25
4,1000,8.14,0.49
8,1000,8.17,0.98
16,1000,8.15,1.96
32,1000,8.16,3.92
64,1000,8.24,7.77
128,1000,8.63,14.84
256,1000,8.59,29.79
512,1000,8.67,59.03
1024,1000,9.77,104.84
2048,1000,9.32,219.85
4096,1000,11.09,369.35
8192,1000,11.74,697.86
16384,1000,15.76,1039.29
32768,1000,26.06,1257.64
65536,640,58.15,1126.92
131072,320,81.63,1605.71
262144,160,122.79,2134.94
524288,80,197.04,2660.78
1048576,40,326.35,3213.04
2097152,20,622.79,3367.36
4194304,10,1240.21,3381.93
8388608,5,2411.12,3479.14
16777216,2,5058.44,3316.68
33554432,1,10361.32,3238.43
67108864,1,20862.32,3216.75
134217728,1,42087.60,3189.01
268435456,1,83509.34,3214.44
