#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.86,0.00
1,1000,7.91,0.13
2,1000,7.92,0.25
4,1000,7.91,0.51
8,1000,7.94,1.01
16,1000,7.92,2.02
32,1000,7.91,4.04
64,1000,7.92,8.08
128,1000,8.33,15.36
256,1000,8.34,30.71
512,1000,8.45,60.60
1024,1000,9.28,110.31
2048,1000,8.91,229.76
4096,1000,10.55,388.12
8192,1000,11.35,721.49
16384,1000,15.17,1080.14
32768,1000,25.10,1305.36
65536,640,56.28,1164.56
131072,320,79.38,1651.24
262144,160,120.49,2175.62
524288,80,194.11,2700.98
1048576,40,321.91,3257.33
2097152,20,626.57,3347.03
4194304,10,1237.32,3389.84
8388608,5,2445.63,3430.03
16777216,2,5044.39,3325.92
33554432,1,10297.94,3258.36
67108864,1,20439.85,3283.24
134217728,1,41494.34,3234.60
268435456,1,79770.40,3365.10
