#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.68,0.00
1,1000,0.67,1.49
2,1000,0.67,3.00
4,1000,0.70,5.72
8,1000,0.71,11.29
16,1000,0.67,24.03
32,1000,0.70,45.89
64,1000,0.69,92.88
128,1000,0.74,172.78
256,1000,0.74,346.50
512,1000,1.11,460.04
1024,1000,1.25,820.59
2048,1000,1.33,1539.95
4096,1000,1.72,2378.73
8192,1000,2.25,3642.16
16384,1000,3.19,5132.73
32768,1000,5.28,6208.85
65536,640,9.19,7134.70
131072,320,17.86,7339.62
262144,160,34.05,7699.84
524288,80,83.55,6274.95
1048576,40,167.16,6273.07
2097152,20,331.17,6332.55
4194304,10,655.20,6401.55
8388608,5,1358.67,6174.14
16777216,2,3646.60,4600.78
33554432,1,7769.39,4318.80
67108864,1,15572.03,4309.58
134217728,1,31177.67,4304.93
268435456,1,62502.16,4294.82
