#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.68,0.00
1,1000,0.67,1.50
2,1000,0.68,2.94
4,1000,0.66,6.04
8,1000,0.68,11.76
16,1000,0.66,24.34
32,1000,0.72,44.56
64,1000,0.72,89.18
128,1000,0.76,168.79
256,1000,0.75,340.13
512,1000,1.15,443.82
1024,1000,1.26,810.83
2048,1000,1.36,1503.10
4096,1000,1.77,2314.66
8192,1000,2.31,3548.13
16384,1000,3.27,5011.29
32768,1000,5.33,6152.96
65536,640,9.63,6802.29
131072,320,18.12,7234.73
262144,160,34.72,7549.19
524288,80,84.28,6220.53
1048576,40,170.75,6140.99
2097152,20,337.74,6209.39
4194304,10,669.69,6263.06
8388608,5,1389.27,6038.16
16777216,2,3750.84,4472.92
33554432,1,7950.39,4220.48
67108864,1,15858.52,4231.72
134217728,1,31830.02,4216.70
268435456,1,63741.59,4211.31
