#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,17.13,0.00
1,1000,17.17,0.06
2,1000,17.17,0.12
4,1000,17.11,0.23
8,1000,17.11,0.47
16,1000,17.22,0.93
32,1000,17.25,1.85
64,1000,17.36,3.69
128,1000,17.50,7.31
256,1000,17.71,14.45
512,1000,18.22,28.10
1024,1000,18.67,54.83
2048,1000,40.00,51.20
4096,1000,40.42,101.33
8192,1000,41.62,196.85
16384,1000,43.80,374.05
32768,1000,54.93,596.55
65536,640,65.01,1008.08
131072,320,123.19,1064.01
262144,160,163.55,1602.82
524288,80,248.63,2108.70
1048576,40,431.28,2431.31
2097152,20,829.70,2527.60
4194304,10,1704.56,2460.64
8388608,5,3672.95,2283.89
16777216,2,7273.91,2306.49
33554432,1,14390.42,2331.72
67108864,1,29214.92,2297.08
134217728,1,54260.39,2473.59
268435456,1,112746.21,2380.88
