#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.81,0.00
1,1000,16.03,0.06
2,1000,16.02,0.12
4,1000,15.99,0.25
8,1000,16.06,0.50
16,1000,16.07,1.00
32,1000,16.11,1.99
64,1000,16.25,3.94
128,1000,16.39,7.81
256,1000,16.41,15.60
512,1000,17.02,30.08
1024,1000,17.18,59.62
2048,1000,39.03,52.47
4096,1000,39.43,103.88
8192,1000,40.51,202.20
16384,1000,42.65,384.12
32768,1000,49.56,661.13
65536,640,58.84,1113.85
131072,320,108.64,1206.52
262144,160,145.30,1804.12
524288,80,218.14,2403.50
1048576,40,326.79,3208.69
2097152,20,619.22,3386.74
4194304,10,1367.37,3067.42
8388608,5,3001.85,2794.48
16777216,2,6062.71,2767.28
33554432,1,11751.00,2855.45
67108864,1,24342.74,2756.83
134217728,1,48454.78,2769.96
268435456,1,89628.26,2994.99
