#mpirun -np 2 --map-by node --mca pml ucx --mca btl ^uct -x UCX_NET_DEVICES=mlx5_0:1 ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.99,4.05
8,1000,0.98,8.15
16,1000,0.98,16.28
32,1000,1.01,31.72
64,1000,1.14,56.30
128,1000,1.18,108.80
256,1000,1.41,181.19
512,1000,1.48,345.74
1024,1000,1.65,621.45
2048,1000,2.30,889.54
4096,1000,3.18,1287.69
8192,1000,4.45,1840.90
16384,1000,6.25,2620.67
32768,1000,8.51,3851.83
65536,640,12.34,5310.01
131072,320,18.50,7084.00
262144,160,32.36,8099.76
524288,80,54.28,9658.50
1048576,40,98.38,10658.95
2097152,20,182.18,11511.28
4194304,10,352.81,11888.15
8388608,5,692.60,12111.84
16777216,2,1382.20,12138.09
33554432,1,2759.49,12159.64
67108864,1,5513.89,12170.87
134217728,1,11050.96,12145.34
268435456,1,22071.98,12161.82
