#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.54,0.00
1,1000,8.61,0.12
2,1000,8.62,0.23
4,1000,8.63,0.46
8,1000,8.62,0.93
16,1000,8.61,1.86
32,1000,8.58,3.73
64,1000,8.56,7.48
128,1000,8.92,14.35
256,1000,8.95,28.60
512,1000,9.05,56.60
1024,1000,10.43,98.17
2048,1000,9.51,215.33
4096,1000,11.61,352.94
8192,1000,12.12,675.79
16384,1000,16.97,965.32
32768,1000,27.06,1211.10
65536,640,63.18,1037.24
131072,320,90.85,1442.66
262144,160,136.42,1921.66
524288,80,208.78,2511.14
1048576,40,360.39,2909.56
2097152,20,676.96,3097.91
4194304,10,1350.31,3106.19
8388608,5,2648.86,3166.88
16777216,2,5388.56,3113.49
33554432,1,10893.72,3080.16
67108864,1,21564.85,3111.96
134217728,1,42881.82,3129.94
268435456,1,86036.69,3120.01
