#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.58,0.00
1,1000,8.60,0.12
2,1000,8.63,0.23
4,1000,8.61,0.46
8,1000,8.62,0.93
16,1000,8.64,1.85
32,1000,8.63,3.71
64,1000,8.69,7.36
128,1000,8.95,14.30
256,1000,8.99,28.47
512,1000,9.11,56.19
1024,1000,10.55,97.08
2048,1000,9.59,213.50
4096,1000,11.80,347.10
8192,1000,12.21,670.99
16384,1000,17.12,957.11
32768,1000,27.29,1200.84
65536,640,62.21,1053.46
131072,320,89.59,1462.98
262144,160,137.14,1911.48
524288,80,208.77,2511.34
1048576,40,358.94,2921.30
2097152,20,678.50,3090.87
4194304,10,1348.43,3110.51
8388608,5,2651.03,3164.29
16777216,2,5379.84,3118.53
33554432,1,10901.39,3078.00
67108864,1,21663.69,3097.76
134217728,1,43085.54,3115.15
268435456,1,85948.58,3123.21
