#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.84,0.00
1,1000,8.93,0.11
2,1000,8.90,0.22
4,1000,8.97,0.45
8,1000,8.92,0.90
16,1000,8.90,1.80
32,1000,8.93,3.58
64,1000,8.91,7.18
128,1000,9.21,13.89
256,1000,9.29,27.57
512,1000,9.33,54.89
1024,1000,10.38,98.63
2048,1000,9.82,208.65
4096,1000,11.65,351.57
8192,1000,12.44,658.45
16384,1000,17.06,960.14
32768,1000,27.21,1204.47
65536,640,62.59,1047.13
131072,320,89.12,1470.67
262144,160,136.27,1923.66
524288,80,211.08,2483.78
1048576,40,362.42,2893.29
2097152,20,682.60,3072.29
4194304,10,1347.87,3111.80
8388608,5,2791.20,3005.38
16777216,2,5418.81,3096.11
33554432,1,10843.72,3094.37
67108864,1,21514.07,3119.30
134217728,1,43419.63,3091.18
268435456,1,86059.02,3119.20
