#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.26,0.00
1,1000,0.28,3.57
2,1000,0.28,7.13
4,1000,0.30,13.46
8,1000,0.28,28.19
16,1000,0.29,54.27
32,1000,0.29,110.26
64,1000,0.32,201.09
128,1000,0.38,336.25
256,1000,0.44,577.20
512,1000,0.58,886.68
1024,1000,0.68,1503.84
2048,1000,0.81,2536.98
4096,1000,1.74,2350.65
8192,1000,1.92,4274.11
16384,1000,2.69,6100.79
32768,1000,3.39,9678.48
65536,640,5.79,11317.99
131072,320,9.62,13627.22
262144,160,17.09,15342.12
524288,80,38.30,13690.57
1048576,40,97.02,10807.53
2097152,20,229.12,9153.27
4194304,10,540.89,7754.39
8388608,5,1660.76,5051.06
16777216,2,3898.04,4304.01
33554432,1,8266.15,4059.26
67108864,1,16644.04,4032.01
134217728,1,32970.68,4070.82
268435456,1,65125.16,4121.84
