#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.27,0.00
1,1000,0.28,3.55
2,1000,0.28,7.16
4,1000,0.28,14.34
8,1000,0.28,28.44
16,1000,0.29,54.38
32,1000,0.29,110.32
64,1000,0.32,200.95
128,1000,0.38,337.21
256,1000,0.45,566.97
512,1000,0.58,888.50
1024,1000,0.66,1549.31
2048,1000,0.84,2444.05
4096,1000,1.72,2380.21
8192,1000,2.03,4030.57
16384,1000,2.53,6477.05
32768,1000,3.47,9448.15
65536,640,5.37,12198.34
131072,320,9.06,14465.93
262144,160,16.99,15426.96
524288,80,36.64,14308.09
1048576,40,96.16,10904.15
2097152,20,228.53,9176.89
4194304,10,555.93,7544.60
8388608,5,1651.80,5078.45
16777216,2,3851.39,4356.15
33554432,1,8227.35,4078.40
67108864,1,16588.19,4045.58
134217728,1,32694.33,4105.23
268435456,1,64635.10,4153.09
