#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.27,0.00
1,1000,0.28,3.59
2,1000,0.28,7.11
4,1000,0.28,14.28
8,1000,0.29,28.04
16,1000,0.29,55.39
32,1000,0.29,109.74
64,1000,0.32,199.23
128,1000,0.37,347.46
256,1000,0.43,593.20
512,1000,0.59,873.86
1024,1000,0.67,1519.11
2048,1000,0.81,2535.59
4096,1000,1.69,2417.88
8192,1000,1.94,4231.78
16384,1000,2.56,6402.40
32768,1000,3.63,9028.34
65536,640,5.40,12139.67
131072,320,9.28,14127.49
262144,160,16.85,15556.24
524288,80,36.28,14450.76
1048576,40,96.99,10811.62
2097152,20,227.43,9221.22
4194304,10,537.06,7809.81
8388608,5,1660.10,5053.07
16777216,2,3885.95,4317.40
33554432,1,8241.20,4071.54
67108864,1,16620.25,4037.78
134217728,1,32443.34,4136.99
268435456,1,63654.91,4217.04
