#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.19,0.00
1,1000,5.24,0.19
2,1000,5.25,0.38
4,1000,5.24,0.76
8,1000,5.25,1.52
16,1000,5.23,3.06
32,1000,5.24,6.11
64,1000,5.25,12.20
128,1000,5.30,24.13
256,1000,5.32,48.13
512,1000,5.34,95.81
1024,1000,5.95,172.19
2048,1000,5.76,355.44
4096,1000,6.72,609.62
8192,1000,7.22,1134.63
16384,1000,9.28,1765.72
32768,1000,15.29,2143.25
65536,640,29.27,2238.97
131072,320,41.35,3169.58
262144,160,59.79,4384.49
524288,80,93.18,5626.69
1048576,40,156.51,6699.72
2097152,20,296.57,7071.46
4194304,10,587.07,7144.42
8388608,5,1508.22,5561.93
16777216,2,3164.24,5302.13
33554432,1,6579.11,5100.14
67108864,1,13113.40,5117.58
134217728,1,26056.05,5151.11
268435456,1,52531.66,5109.97
