#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.39,0.00
1,1000,5.47,0.18
2,1000,5.47,0.37
4,1000,5.46,0.73
8,1000,5.52,1.45
16,1000,5.50,2.91
32,1000,5.51,5.81
64,1000,5.51,11.61
128,1000,5.57,22.98
256,1000,5.62,45.58
512,1000,5.66,90.41
1024,1000,6.29,162.84
2048,1000,6.13,334.32
4096,1000,7.11,576.46
8192,1000,7.54,1086.64
16384,1000,9.90,1655.35
32768,1000,15.88,2063.04
65536,640,30.45,2152.45
131072,320,43.22,3032.39
262144,160,62.17,4216.72
524288,80,96.30,5444.41
1048576,40,163.12,6428.16
2097152,20,301.57,6954.11
4194304,10,596.10,7036.20
8388608,5,1480.40,5666.43
16777216,2,3210.61,5225.56
33554432,1,6458.23,5195.61
67108864,1,12907.91,5199.05
134217728,1,25663.49,5229.91
268435456,1,51080.76,5255.12
