#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.18,0.00
1,1000,5.25,0.19
2,1000,5.24,0.38
4,1000,5.26,0.76
8,1000,5.24,1.53
16,1000,5.25,3.05
32,1000,5.25,6.09
64,1000,5.27,12.14
128,1000,5.32,24.04
256,1000,5.35,47.86
512,1000,5.37,95.28
1024,1000,5.95,172.10
2048,1000,5.81,352.47
4096,1000,6.69,611.82
8192,1000,7.21,1136.79
16384,1000,9.24,1773.63
32768,1000,15.15,2163.51
65536,640,29.15,2248.45
131072,320,41.47,3160.44
262144,160,60.04,4366.21
524288,80,93.34,5616.94
1048576,40,155.78,6730.98
2097152,20,296.62,7070.08
4194304,10,614.96,6820.47
8388608,5,1460.18,5744.92
16777216,2,3178.25,5278.76
33554432,1,6373.95,5264.31
67108864,1,12720.81,5275.52
134217728,1,25400.74,5284.01
268435456,1,50256.33,5341.33
