#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,9.20,0.00
1,1000,9.20,0.11
2,1000,9.24,0.22
4,1000,9.22,0.43
8,1000,9.19,0.87
16,1000,9.20,1.74
32,1000,9.19,3.48
64,1000,9.40,6.81
128,1000,9.40,13.62
256,1000,9.46,27.07
512,1000,10.80,47.39
1024,1000,11.06,92.55
2048,1000,11.50,178.05
4096,1000,12.62,324.60
8192,1000,14.59,561.38
16384,1000,25.57,640.67
32768,1000,35.02,935.76
65536,640,57.12,1147.33
131072,320,101.53,1291.01
262144,160,118.30,2215.87
524288,80,185.37,2828.26
1048576,40,344.00,3048.19
2097152,20,675.77,3103.35
4194304,10,1324.13,3167.60
8388608,5,2638.02,3179.89
16777216,2,5423.13,3093.64
33554432,1,11662.86,2877.03
67108864,1,21661.80,3098.03
134217728,1,43306.00,3099.29
268435456,1,86887.79,3089.45
