#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.91,0.00
1,1000,4.98,0.20
2,1000,4.97,0.40
4,1000,4.97,0.80
8,1000,4.95,1.62
16,1000,4.97,3.22
32,1000,4.97,6.43
64,1000,4.97,12.87
128,1000,5.05,25.36
256,1000,5.06,50.57
512,1000,5.14,99.69
1024,1000,5.74,178.29
2048,1000,5.51,371.39
4096,1000,6.38,642.49
8192,1000,6.80,1204.29
16384,1000,8.90,1841.69
32768,1000,14.03,2336.22
65536,640,30.12,2176.11
131072,320,44.36,2954.45
262144,160,62.15,4218.10
524288,80,97.96,5352.02
1048576,40,163.73,6404.43
2097152,20,321.39,6525.25
4194304,10,661.88,6336.96
8388608,5,1606.04,5223.16
16777216,2,3318.13,5056.23
33554432,1,6696.03,5011.09
67108864,1,13304.26,5044.17
134217728,1,26566.42,5052.16
268435456,1,52035.58,5158.69
