#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.56,0.0
1,1000,0.57,1.74
2,1000,0.57,3.49
4,1000,0.57,6.97
8,1000,0.58,13.93
16,1000,0.61,26.16
32,1000,0.71,45.2
64,1000,0.78,81.69
128,1000,0.93,138.36
256,1000,1.09,235.53
512,1000,1.25,409.99
1024,1000,1.43,720.31
2048,1000,1.67,1226.86
4096,1000,2.6,1578.89
8192,1000,3.12,2628.08
16384,1000,3.62,4543.97
32768,1000,4.61,7106.41
65536,640,6.47,10132.78
131072,320,10.58,12398.03
262144,160,17.96,14593.26
524288,80,38.16,13738.94
1048576,40,100.6,10426.35
2097152,20,239.31,8763.94
4194304,10,489.22,8573.95
8388608,5,1230.78,6816.58
16777216,2,4172.22,4034.6
33554432,1,10211.76,3291.14
67108864,1,20343.0,3301.59
134217728,1,40057.3,3351.28
268435456,1,78501.15,3419.99
