#mpirun -np 2 --map-by node --mca pml ob1 --mca btl self,tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.88,0.0
1,1000,15.93,0.06
2,1000,15.91,0.12
4,1000,15.91,0.25
8,1000,15.92,0.5
16,1000,15.95,1.0
32,1000,15.97,2.0
64,1000,16.03,3.99
128,1000,16.56,7.73
256,1000,16.46,15.56
512,1000,16.75,30.57
1024,1000,17.22,59.48
2048,1000,38.86,52.71
4096,1000,39.39,104.01
8192,1000,40.19,203.83
16384,1000,42.07,389.55
32768,1000,50.98,645.58
65536,640,80.61,813.04
131072,320,140.66,932.28
262144,160,207.52,1263.43
524288,80,325.98,1608.95
1048576,40,538.93,1947.07
2097152,20,963.02,2178.68
4194304,10,1991.4,2106.93
8388608,5,4136.42,2028.96
16777216,2,8333.79,2014.06
33554432,1,16557.5,2027.98
67108864,1,32949.33,2038.12
134217728,1,65867.56,2040.98
268435456,1,128793.86,2085.4
