#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.56,0.0
1,1000,8.66,0.12
2,1000,8.66,0.23
4,1000,8.68,0.46
8,1000,8.66,0.92
16,1000,8.65,1.85
32,1000,8.67,3.69
64,1000,8.66,7.39
128,1000,8.99,14.25
256,1000,9.01,28.43
512,1000,9.08,56.42
1024,1000,10.39,98.52
2048,1000,9.57,214.13
4096,1000,11.61,352.75
8192,1000,12.29,666.95
16384,1000,16.92,968.08
32768,1000,27.01,1213.24
65536,640,63.08,1039.05
131072,320,89.03,1472.46
262144,160,135.03,1941.48
524288,80,208.43,2515.59
1048576,40,358.24,2927.08
2097152,20,675.57,3104.34
4194304,10,1362.14,3081.24
8388608,5,2655.44,3159.39
16777216,2,5383.92,3116.23
33554432,1,10854.31,3091.4
67108864,1,21581.64,3109.58
134217728,1,42977.34,3123.01
268435456,1,86103.71,3117.61
