#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.94,0.00
1,1000,5.02,0.20
2,1000,5.01,0.40
4,1000,5.02,0.80
8,1000,5.01,1.60
16,1000,5.02,3.19
32,1000,5.00,6.40
64,1000,5.02,12.74
128,1000,5.10,25.12
256,1000,5.12,49.98
512,1000,5.18,98.90
1024,1000,5.89,173.79
2048,1000,5.58,367.15
4096,1000,6.52,628.69
8192,1000,6.89,1188.93
16384,1000,8.99,1822.65
32768,1000,14.40,2275.92
65536,640,30.17,2172.55
131072,320,44.34,2955.89
262144,160,61.52,4260.98
524288,80,97.71,5365.90
1048576,40,163.00,6433.09
2097152,20,319.92,6555.24
4194304,10,657.83,6375.99
8388608,5,1562.07,5370.18
16777216,2,3309.22,5069.83
33554432,1,6632.69,5058.95
67108864,1,13292.73,5048.54
134217728,1,26246.02,5113.83
268435456,1,52099.33,5152.38
