#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.89,0.00
1,1000,4.98,0.20
2,1000,4.97,0.40
4,1000,5.00,0.80
8,1000,4.98,1.61
16,1000,4.99,3.21
32,1000,4.98,6.43
64,1000,5.01,12.77
128,1000,5.06,25.28
256,1000,5.10,50.21
512,1000,5.15,99.43
1024,1000,5.78,177.19
2048,1000,5.53,370.33
4096,1000,6.43,636.70
8192,1000,6.89,1189.71
16384,1000,9.04,1812.05
32768,1000,14.38,2278.97
65536,640,30.16,2172.84
131072,320,44.37,2953.74
262144,160,62.38,4202.40
524288,80,98.98,5296.92
1048576,40,164.27,6383.13
2097152,20,321.79,6517.09
4194304,10,664.39,6313.01
8388608,5,1563.23,5366.20
16777216,2,3289.38,5100.42
33554432,1,6625.98,5064.07
67108864,1,13251.80,5064.13
134217728,1,26163.62,5129.94
268435456,1,52005.40,5161.68
