#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.93,0.00
1,1000,4.99,0.20
2,1000,4.98,0.40
4,1000,4.99,0.80
8,1000,5.04,1.59
16,1000,5.01,3.19
32,1000,4.99,6.41
64,1000,5.02,12.75
128,1000,5.09,25.14
256,1000,5.10,50.16
512,1000,5.15,99.50
1024,1000,5.76,177.76
2048,1000,5.55,368.81
4096,1000,6.36,644.39
8192,1000,6.87,1192.85
16384,1000,8.78,1866.84
32768,1000,14.30,2291.99
65536,640,29.83,2196.83
131072,320,44.19,2966.21
262144,160,61.69,4249.19
524288,80,97.79,5361.27
1048576,40,162.39,6457.07
2097152,20,319.16,6570.81
4194304,10,656.58,6388.13
8388608,5,1550.97,5408.61
16777216,2,3287.46,5103.40
33554432,1,6602.91,5081.76
67108864,1,13254.36,5063.15
134217728,1,26215.38,5119.81
268435456,1,51886.38,5173.52
