#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.91,0.00
1,1000,4.98,0.20
2,1000,4.97,0.40
4,1000,4.96,0.81
8,1000,4.97,1.61
16,1000,4.97,3.22
32,1000,4.97,6.44
64,1000,4.98,12.84
128,1000,5.03,25.43
256,1000,5.07,50.48
512,1000,5.12,99.97
1024,1000,5.84,175.26
2048,1000,5.54,369.34
4096,1000,6.43,636.79
8192,1000,6.88,1190.51
16384,1000,9.06,1809.24
32768,1000,14.45,2267.19
65536,640,29.67,2208.63
131072,320,44.23,2963.14
262144,160,62.08,4223.02
524288,80,98.43,5326.44
1048576,40,163.60,6409.54
2097152,20,360.48,5817.73
4194304,10,666.88,6289.47
8388608,5,1562.69,5368.06
16777216,2,3311.46,5066.42
33554432,1,6661.34,5037.19
67108864,1,13266.66,5058.46
134217728,1,26590.75,5047.53
268435456,1,52196.36,5142.80
