#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.0
1,1000,0.58,1.73
2,1000,0.57,3.48
4,1000,0.58,6.96
8,1000,0.58,13.91
16,1000,0.62,25.65
32,1000,0.71,45.14
64,1000,0.8,80.41
128,1000,0.9,142.12
256,1000,1.02,252.69
512,1000,1.23,415.91
1024,1000,1.42,720.38
2048,1000,1.67,1230.86
4096,1000,2.61,1570.61
8192,1000,3.26,2517.05
16384,1000,3.75,4383.78
32768,1000,4.86,6749.49
65536,640,6.45,10166.88
131072,320,10.37,12644.87
262144,160,17.94,14617.23
524288,80,38.1,13761.57
1048576,40,100.22,10464.59
2097152,20,238.86,8782.92
4194304,10,488.41,8590.02
8388608,5,1219.83,6880.4
16777216,2,4028.74,4168.71
33554432,1,10103.0,3327.97
67108864,1,19687.23,3409.96
134217728,1,38697.58,3468.43
268435456,1,75889.01,3537.26
