#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.27,0.0
1,1000,0.28,3.53
2,1000,0.28,7.16
4,1000,0.28,14.28
8,1000,0.28,28.27
16,1000,0.29,54.72
32,1000,0.29,108.97
64,1000,0.32,198.96
128,1000,0.38,336.59
256,1000,0.44,585.84
512,1000,0.61,841.06
1024,1000,0.68,1515.18
2048,1000,0.81,2531.88
4096,1000,1.68,2444.51
8192,1000,2.0,4086.57
16384,1000,2.52,6502.64
32768,1000,3.55,9226.08
65536,640,5.52,11879.2
131072,320,9.64,13601.88
262144,160,17.64,14940.57
524288,80,37.54,13968.89
1048576,40,99.2,10571.72
2097152,20,236.24,8878.33
4194304,10,557.04,7531.2
8388608,5,1681.86,4988.95
16777216,2,3939.69,4260.03
33554432,1,8245.34,4071.98
67108864,1,16470.69,4080.11
134217728,1,32309.05,4156.3
268435456,1,63483.68,4230.2
