#mpirun -np 2 --map-by core --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.0,0.0
1,1000,5.09,0.2
2,1000,5.09,0.39
4,1000,5.09,0.79
8,1000,5.09,1.57
16,1000,5.08,3.15
32,1000,5.08,6.3
64,1000,5.1,12.57
128,1000,5.16,24.86
256,1000,5.19,49.39
512,1000,5.25,97.5
1024,1000,5.87,174.69
2048,1000,5.61,365.43
4096,1000,6.5,630.07
8192,1000,6.95,1179.26
16384,1000,9.11,1800.26
32768,1000,14.52,2258.44
65536,640,30.3,2164.39
131072,320,44.56,2942.98
262144,160,62.59,4190.85
524288,80,97.43,5381.17
1048576,40,163.16,6426.76
2097152,20,320.6,6541.28
4194304,10,662.01,6336.17
8388608,5,1557.82,5384.94
16777216,2,3391.18,4963.63
33554432,1,6654.51,5042.68
67108864,1,13403.45,5009.78
134217728,1,26331.97,5097.18
268435456,1,52259.61,5136.87
