#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.44,0.00
1,1000,8.62,0.12
2,1000,8.59,0.23
4,1000,8.69,0.46
8,1000,8.59,0.93
16,1000,8.63,1.85
32,1000,8.64,3.71
64,1000,8.62,7.42
128,1000,8.91,14.36
256,1000,8.95,28.61
512,1000,9.03,56.67
1024,1000,10.43,98.15
2048,1000,9.51,215.42
4096,1000,11.47,357.01
8192,1000,12.17,673.21
16384,1000,16.77,977.13
32768,1000,26.62,1230.96
65536,640,62.97,1040.81
131072,320,88.28,1484.77
262144,160,135.42,1935.72
524288,80,211.05,2484.21
1048576,40,358.30,2926.50
2097152,20,678.32,3091.67
4194304,10,1349.84,3107.27
8388608,5,2709.93,3095.50
16777216,2,5418.83,3096.09
33554432,1,10890.92,3080.95
67108864,1,21691.21,3093.83
134217728,1,43105.62,3113.69
268435456,1,86124.84,3116.82
