#mpirun -np 2 --map-by socket --mca pml ob1 --mca btl self, ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.61,0.00
1,1000,8.72,0.11
2,1000,8.72,0.23
4,1000,8.74,0.46
8,1000,8.75,0.91
16,1000,8.75,1.83
32,1000,8.77,3.65
64,1000,8.73,7.33
128,1000,9.05,14.15
256,1000,9.07,28.24
512,1000,9.07,56.45
1024,1000,10.52,97.30
2048,1000,9.62,212.98
4096,1000,11.79,347.46
8192,1000,12.40,660.80
16384,1000,16.98,965.11
32768,1000,27.13,1207.62
65536,640,63.36,1034.41
131072,320,89.11,1470.86
262144,160,135.32,1937.19
524288,80,207.96,2521.06
1048576,40,357.10,2936.36
2097152,20,671.02,3125.32
4194304,10,1336.27,3138.82
8388608,5,2623.11,3197.96
16777216,2,5344.32,3139.26
33554432,1,10770.06,3115.53
67108864,1,21445.96,3129.21
134217728,1,42798.85,3136.01
268435456,1,85815.95,3128.04
