#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.66,0.00
1,1000,0.67,1.49
2,1000,0.66,3.05
4,1000,0.66,6.02
8,1000,0.67,11.97
16,1000,0.67,23.86
32,1000,0.71,45.33
64,1000,0.72,88.83
128,1000,0.76,168.80
256,1000,0.73,349.45
512,1000,1.19,431.42
1024,1000,1.28,802.69
2048,1000,1.39,1468.61
4096,1000,1.88,2182.81
8192,1000,2.37,3454.76
16384,1000,3.56,4600.85
32768,1000,5.52,5932.69
65536,640,9.31,7041.39
131072,320,15.57,8416.51
262144,160,28.83,9093.27
524288,80,67.14,7808.36
1048576,40,133.23,7870.55
2097152,20,258.85,8101.86
4194304,10,512.28,8187.47
8388608,5,1379.45,6081.14
16777216,2,2397.82,6996.87
33554432,1,7931.33,4230.62
67108864,1,15770.71,4255.28
134217728,1,31623.64,4244.22
268435456,1,62971.58,4262.80
