#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.68,0.00
1,1000,0.67,1.50
2,1000,0.68,2.95
4,1000,0.67,6.00
8,1000,0.67,11.92
16,1000,0.68,23.59
32,1000,0.67,47.68
64,1000,0.69,92.46
128,1000,0.71,179.51
256,1000,0.71,360.13
512,1000,1.13,452.95
1024,1000,1.23,831.45
2048,1000,1.36,1507.14
4096,1000,1.76,2327.85
8192,1000,2.33,3519.54
16384,1000,3.37,4863.63
32768,1000,5.42,6046.59
65536,640,9.32,7030.80
131072,320,15.45,8484.46
262144,160,28.75,9118.26
524288,80,66.86,7842.04
1048576,40,132.96,7886.56
2097152,20,258.54,8111.55
4194304,10,511.96,8192.64
8388608,5,1066.76,7863.61
16777216,2,2347.73,7146.13
33554432,1,7972.87,4208.58
67108864,1,15891.12,4223.04
134217728,1,31629.54,4243.43
268435456,1,62583.47,4289.24
