#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.70,0.00
1,1000,0.67,1.50
2,1000,0.71,2.82
4,1000,0.71,5.67
8,1000,0.72,11.05
16,1000,0.72,22.33
32,1000,0.75,42.40
64,1000,0.74,86.55
128,1000,0.81,157.96
256,1000,0.74,346.32
512,1000,1.21,421.61
1024,1000,1.29,794.91
2048,1000,1.40,1460.40
4096,1000,1.86,2198.37
8192,1000,2.34,3494.93
16384,1000,3.62,4524.70
32768,1000,5.71,5736.43
65536,640,9.94,6595.45
131072,320,15.65,8377.09
262144,160,29.18,8985.12
524288,80,68.27,7679.46
1048576,40,133.81,7836.18
2097152,20,257.05,8158.51
4194304,10,510.64,8213.80
8388608,5,1065.22,7875.02
16777216,2,2356.56,7119.36
33554432,1,7984.33,4202.53
67108864,1,15852.19,4233.41
134217728,1,31809.10,4219.48
268435456,1,62517.05,4293.80
