#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER shm ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,2.08,0.00
1,1000,2.07,0.48
2,1000,2.00,1.00
4,1000,2.04,1.96
8,1000,2.08,3.84
16,1000,2.05,7.79
32,1000,2.03,15.74
64,1000,2.09,30.69
128,1000,2.01,63.84
256,1000,2.29,111.72
512,1000,2.29,223.41
1024,1000,2.30,444.29
2048,1000,2.41,849.29
4096,1000,2.87,1428.38
8192,1000,2.87,2854.27
16384,1000,3.35,4891.07
32768,1000,4.20,7799.23
65536,640,5.59,11722.37
131072,320,8.61,15214.49
262144,160,14.01,18714.47
524288,80,30.37,17263.39
1048576,40,84.09,12470.03
2097152,20,191.00,10979.69
4194304,10,463.62,9046.88
8388608,5,1623.73,5166.26
16777216,2,3930.15,4268.85
33554432,1,7970.77,4209.68
67108864,1,16065.87,4177.11
134217728,1,31830.71,4216.61
268435456,1,63220.51,4246.02
