#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.07,0.00
1,1000,8.11,0.12
2,1000,8.08,0.25
4,1000,8.06,0.50
8,1000,8.02,1.00
16,1000,8.09,1.98
32,1000,8.05,3.98
64,1000,8.32,7.70
128,1000,8.33,15.37
256,1000,8.36,30.62
512,1000,9.96,51.39
1024,1000,10.16,100.80
2048,1000,10.63,192.59
4096,1000,11.87,345.12
8192,1000,13.44,609.59
16384,1000,23.80,688.50
32768,1000,35.62,919.87
65536,640,55.51,1180.54
131072,320,103.49,1266.48
262144,160,107.56,2437.16
524288,80,168.65,3108.82
1048576,40,299.77,3497.97
2097152,20,604.89,3467.01
4194304,10,1198.25,3500.35
8388608,5,2362.79,3550.30
16777216,2,4844.72,3462.99
33554432,1,9981.32,3361.72
67108864,1,19866.61,3377.97
134217728,1,40579.34,3307.54
268435456,1,79226.41,3388.21
