#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ~/mpi-benchmarks/src_c/IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.69,0.0
1,1000,0.69,1.45
2,1000,0.7,2.89
4,1000,0.71,5.65
8,1000,0.7,11.43
16,1000,0.69,23.19
32,1000,0.7,45.98
64,1000,0.68,93.9
128,1000,0.72,176.54
256,1000,0.73,349.0
512,1000,1.12,454.84
1024,1000,1.25,819.98
2048,1000,1.34,1522.81
4096,1000,1.75,2335.07
8192,1000,2.24,3649.67
16384,1000,3.21,5110.19
32768,1000,5.32,6160.89
65536,640,9.27,7072.1
131072,320,17.88,7330.7
262144,160,34.23,7658.3
524288,80,83.27,6296.35
1048576,40,166.96,6280.27
2097152,20,330.55,6344.43
4194304,10,655.66,6397.1
8388608,5,1387.8,6054.02
16777216,2,3668.75,4573.24
33554432,1,7768.21,4319.47
67108864,1,15572.27,4309.56
134217728,1,31166.44,4306.49
268435456,1,62328.5,4306.8
