#mpirun -np 2 -f /var/spool/pbs/aux/58653.login.hpc ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.2,0.0
1,1000,1.19,0.84
2,1000,1.19,1.68
4,1000,1.2,3.34
8,1000,1.19,6.71
16,1000,1.19,13.39
32,1000,1.23,26.13
64,1000,1.46,44.07
128,1000,1.51,85.06
256,1000,1.97,134.78
512,1000,1.85,276.73
1024,1000,2.05,501.13
2048,1000,2.76,742.32
4096,1000,3.6,1139.35
8192,1000,4.6,1784.56
16384,1000,6.29,2605.61
32768,1000,9.78,3355.5
65536,640,12.85,5103.01
131072,320,21.81,6010.69
262144,160,32.87,7976.67
524288,80,56.2,9335.47
1048576,40,97.81,10720.89
2097152,20,183.63,11420.69
4194304,10,354.48,11832.55
8388608,5,697.42,12028.17
16777216,2,1383.81,12124.03
33554432,1,2755.58,12177.0
67108864,1,5498.14,12205.79
134217728,1,10975.8,12228.56
268435456,1,21962.95,12222.22
