#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.52,0.0
1,1000,0.52,1.91
2,1000,0.51,3.95
4,1000,0.51,7.87
8,1000,0.5,15.94
16,1000,0.51,31.85
32,1000,0.52,61.34
64,1000,0.52,122.55
128,1000,0.51,250.18
256,1000,0.55,468.18
512,1000,0.71,725.91
1024,1000,0.75,1361.87
2048,1000,0.92,2225.58
4096,1000,1.16,3529.69
8192,1000,1.53,5347.26
16384,1000,2.36,6954.52
32768,1000,3.51,9337.88
65536,640,5.73,11428.18
131072,320,8.76,14959.82
262144,160,15.04,17429.21
524288,80,42.02,12480.47
1048576,40,82.71,12678.06
2097152,20,155.94,13448.65
4194304,10,390.96,10729.16
8388608,5,1137.44,7375.23
16777216,2,2552.96,6572.13
33554432,1,5861.77,5724.31
67108864,1,11650.65,5760.13
134217728,1,23441.08,5725.76
268435456,1,48349.4,5551.99
