#mpirun -np 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 28
lambda, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.09,0.00
1,1000,5.13,0.19
2,1000,5.22,0.38
4,1000,5.11,0.78
8,1000,5.12,1.56
16,1000,5.14,3.11
32,1000,5.13,6.23
64,1000,5.14,12.44
128,1000,5.17,24.75
256,1000,5.21,49.14
512,1000,6.52,78.49
1024,1000,6.70,152.88
2048,1000,6.93,295.63
4096,1000,7.43,551.26
8192,1000,9.03,907.09
16384,1000,14.65,1118.07
32768,1000,22.42,1461.34
65536,640,39.20,1671.73
131072,320,73.08,1793.44
262144,160,53.49,4900.80
524288,80,88.83,5902.46
1048576,40,152.99,6854.10
2097152,20,305.43,6866.29
4194304,10,641.96,6533.58
8388608,5,1498.21,5599.08
16777216,2,3220.19,5210.01
33554432,1,6569.56,5107.56
67108864,1,13936.24,4815.42
134217728,1,26010.86,5160.06
268435456,1,51735.19,5188.64
